Ação,Data,Abertura,Fechamento,Min,Max,Volume
GMCO34,2025-09-23,79.39,77.37,77.3,79.68,
GOGL34,2025-09-23,112.19,110.4,110.28,112.75,
GOGL35,2025-09-23,112.62,110.69,110.64,112.83,
GPRK34,2025-09-23,33.09,32.73,32.7,33.09,
GPRO34,2025-09-23,15.64,13.5,13.5,16.2,
GSGI34,2025-09-23,143,142.5,141.5,146.3,
H1DB34,2025-09-23,37.1,37.1,37.1,37.1,
H1EI34,2025-09-23,168.12,168.12,168.12,168.12,
H1II34,2025-09-23,19.16,19.16,19.16,19.16,
H1SB34,2025-09-23,93.96,92.78,92.78,94.32,
H1UM34,2025-09-23,30.48,30.75,30.48,30.79,
H2UB34,2025-09-23,55.02,55.02,55.02,55.02,
HALI34,2025-09-23,128.64,128.64,128.64,128.64,
HOME34,2025-09-23,77.38,77.46,77.24,78.09,
HOND34,2025-09-23,181,181,179.33,181,
HPQB34,2025-09-23,150.9,150.6,150.6,152.55,
HSHY34,2025-09-23,202,202,202,202,
I1AC34,2025-09-23,9.19,9.19,9.19,9.19,
I1BN34,2025-09-23,167.96,165.41,165.41,167.96,
I1CE34,2025-09-23,445.5,445.5,445.5,445.5,
I1EX34,2025-09-23,42.16,42.16,42.16,42.16,
I1FO34,2025-09-23,45.55,45.55,45.55,45.55,
I1LM34,2025-09-23,108.36,108.36,108.36,108.36,
I1QY34,2025-09-23,6.84,7.03,6.84,7.13,
I1RM34,2025-09-23,548.78,548.78,548.78,548.78,
I1SR34,2025-09-23,118.92,118.32,118.32,119.4,
I1XC34,2025-09-23,17.8,17.84,17.8,17.84,
IBIT39,2025-09-23,113.99,111.68,111.64,114.28,
IBMB34,2025-09-23,1452.88,1438.4,1427.22,1452.88,
INGG34,2025-09-23,137.34,136.5,136.5,137.34,
INTU34,2025-09-23,84.5,83.86,83.43,84.5,
IRBR3,2025-09-23,47.57,47.37,47.27,48.25,
IRBR3F,2025-09-23,47.46,47.45,47.14,48.18,
IRBRI450W4,2025-09-23,3.26,3.26,3.26,3.26,
IRBRI460W4,2025-09-23,1.72,1.72,1.72,1.72,
IRBRI475W4,2025-09-23,0.6,0.58,0.58,0.6,
IRBRI480W4,2025-09-23,0.55,0.55,0.55,0.55,
IRBRI485W4,2025-09-23,0.3,0.34,0.3,0.34,
IRBRI490W4,2025-09-23,0.14,0.1,0.1,0.14,
IRBRI495W4,2025-09-23,0.18,0.04,0.04,0.18,
IRBRJ440,2025-09-23,4.36,4.36,4.36,4.36,
IRBRJ450,2025-09-23,3.51,3.31,3.31,3.51,
IRBRJ460W2,2025-09-23,2.31,2.31,2.31,2.31,
IRBRJ465,2025-09-23,2.42,2.38,2.38,2.65,
IRBRJ470,2025-09-23,1.99,1.96,1.93,2.36,
IRBRJ472,2025-09-23,2,1.83,1.83,2,
IRBRJ475,2025-09-23,1.59,1.56,1.56,2.05,
IRBRJ477,2025-09-23,1.82,1.82,1.82,1.82,
IRBRJ480,2025-09-23,1.39,1.31,1.31,1.6,
IRBRJ480W1,2025-09-23,0.75,0.75,0.75,0.75,
IRBRJ485,2025-09-23,1.14,1.27,1.14,1.44,
IRBRJ490,2025-09-23,0.9,0.88,0.88,1.08,
IRBRJ495,2025-09-23,0.85,0.71,0.71,0.9,
IRBRJ495W1,2025-09-23,0.32,0.35,0.32,0.38,
IRBRJ497,2025-09-23,0.73,0.79,0.73,0.79,
IRBRJ500,2025-09-23,0.61,0.7,0.52,0.75,
IRBRJ505,2025-09-23,0.47,0.55,0.47,0.67,
IRBRJ510,2025-09-23,0.42,0.42,0.42,0.42,
IRBRJ515,2025-09-23,0.34,0.36,0.34,0.36,
IRBRJ520,2025-09-23,0.25,0.22,0.2,0.29,
IRBRJ525,2025-09-23,0.22,0.21,0.21,0.23,
IRBRJ530,2025-09-23,0.19,0.13,0.13,0.19,
IRBRJ535,2025-09-23,0.1,0.1,0.1,0.1,
IRBRJ550,2025-09-23,0.07,0.07,0.07,0.07,
IRBRK440,2025-09-23,5.65,5.65,5.65,5.65,
IRBRK470,2025-09-23,3.63,3.54,3.48,3.63,
IRBRK472,2025-09-23,3.53,3.57,3.53,3.57,
IRBRK475,2025-09-23,3.45,3.2,3.2,3.45,
IRBRK480,2025-09-23,3.18,2.96,2.93,3.18,
IRBRK485,2025-09-23,2.7,2.71,2.67,2.92,
IRBRK490,2025-09-23,2.6,2.47,2.45,2.65,
IRBRK495,2025-09-23,2.26,2.22,2.22,2.54,
IRBRK500,2025-09-23,2.22,2.21,2.12,2.22,
IRBRK510,2025-09-23,1.82,1.74,1.61,1.85,
IRBRK520,2025-09-23,1.49,1.35,1.35,1.49,
IRBRK530,2025-09-23,1.15,1.19,1.15,1.33,
IRBRK540,2025-09-23,1.01,0.83,0.83,1.01,
IRBRK550,2025-09-23,0.8,0.79,0.79,0.8,
IRBRK560,2025-09-23,0.65,0.59,0.59,0.66,
IRBRK570,2025-09-23,0.55,0.49,0.48,0.55,
IRBRK580,2025-09-23,0.51,0.38,0.37,0.51,
IRBRK590,2025-09-23,0.31,0.32,0.05,0.34,
IRBRL499,2025-09-23,2.2,2.2,2.2,2.2,
IRBRL700,2025-09-23,0.14,0.14,0.14,0.14,
IRBRN40,2025-09-23,0.51,0.51,0.51,0.51,
IRBRR350,2025-09-23,0.75,0.65,0.65,0.75,
IRBRR400,2025-09-23,1.3,1.42,1.3,1.42,
IRBRU455W4,2025-09-23,0.06,0.06,0.06,0.06,
IRBRU460W4,2025-09-23,0.11,0.11,0.11,0.11,
IRBRU480W4,2025-09-23,0.84,0.85,0.6,0.85,
IRBRU490W4,2025-09-23,1.65,1.65,1.65,1.65,
IRBRU495W4,2025-09-23,1.38,1.38,1.38,1.38,
IRBRV410,2025-09-23,0.11,0.11,0.11,0.11,
IRBRV412,2025-09-23,0.09,0.09,0.09,0.09,
IRBRV422,2025-09-23,0.12,0.13,0.12,0.13,
IRBRV425,2025-09-23,0.15,0.15,0.15,0.15,
IRBRV430,2025-09-23,0.19,0.19,0.19,0.19,
IRBRV435,2025-09-23,0.25,0.22,0.2,0.25,
IRBRV437,2025-09-23,0.27,0.22,0.2,0.27,
IRBRV440,2025-09-23,0.3,0.23,0.23,0.3,
IRBRV442,2025-09-23,0.4,0.4,0.4,0.4,
IRBRV445,2025-09-23,0.32,0.28,0.28,0.41,
IRBRV445W1,2025-09-23,0.13,0.13,0.13,0.13,
IRBRV450,2025-09-23,0.36,0.39,0.32,0.39,
IRBRV452,2025-09-23,0.35,0.35,0.35,0.35,
IRBRV455,2025-09-23,0.45,0.55,0.45,0.55,
IRBRV455W2,2025-09-23,0.31,0.31,0.31,0.31,
IRBRV457,2025-09-23,0.44,0.44,0.44,0.44,
IRBRV460,2025-09-23,0.51,0.62,0.51,0.62,
IRBRV462,2025-09-23,0.66,0.66,0.66,0.66,
IRBRV465,2025-09-23,0.83,0.77,0.67,0.83,
IRBRV467,2025-09-23,0.75,0.87,0.75,0.87,
IRBRV470,2025-09-23,0.98,1,0.8,1.02,
IRBRV475,2025-09-23,1.05,1.04,1.04,1.05,
IRBRV475W1,2025-09-23,0.79,0.79,0.79,0.79,
IRBRV477,2025-09-23,1.21,1.18,1.16,1.21,
IRBRV480,2025-09-23,1.27,1.44,1.19,1.44,
IRBRV482,2025-09-23,1.28,1.38,1.28,1.38,
IRBRV485,2025-09-23,1.61,1.71,1.42,1.71,
IRBRV487,2025-09-23,1.42,1.71,1.42,1.71,
IRBRV490,2025-09-23,1.75,1.77,1.64,1.78,
IRBRV490W2,2025-09-23,1.4,1.4,1.4,1.4,
IRBRV495,2025-09-23,1.99,2.29,1.99,2.29,
IRBRV497,2025-09-23,2.26,2.46,2.26,2.46,
IRBRV500,2025-09-23,2.4,2.5,2.4,2.5,
IRBRV505,2025-09-23,2.74,2.87,2.74,2.87,
IRBRV520,2025-09-23,4.21,4.21,4.21,4.21,
IRBRV525,2025-09-23,4.5,4.5,4.5,4.5,
IRBRV570,2025-09-23,8.73,8.73,8.73,8.73,
IRBRW350,2025-09-23,0.1,0.1,0.1,0.1,
IRBRW405,2025-09-23,0.43,0.43,0.41,0.43,
IRBRW410,2025-09-23,0.49,0.47,0.47,0.49,
IRBRW415,2025-09-23,0.55,0.55,0.52,0.57,
IRBRW420,2025-09-23,0.62,0.61,0.5,0.63,
IRBRW425,2025-09-23,0.69,0.7,0.61,0.71,
IRBRW430,2025-09-23,0.79,0.8,0.7,0.81,
IRBRW432,2025-09-23,0.85,0.83,0.76,0.85,
IRBRW435,2025-09-23,0.9,0.9,0.9,0.9,
IRBRW440,2025-09-23,0.88,1,0.88,1,
IRBRW445,2025-09-23,1.02,1.02,1.02,1.02,
IRBRW447,2025-09-23,1.14,1.14,1.14,1.14,
IRBRW452,2025-09-23,1.02,1.02,1.02,1.02,
IRBRW455,2025-09-23,1.46,1.29,1.29,1.46,
IRBRW460,2025-09-23,1.52,1.52,1.52,1.52,
IRBRW465,2025-09-23,1.77,1.77,1.77,1.77,
IRBRW470,2025-09-23,1.99,1.9,1.9,1.99,
IRBRW475,2025-09-23,2.05,2.03,2.03,2.05,
IRBRW480,2025-09-23,2.4,2.33,2.14,2.41,
IRBRW485,2025-09-23,2.43,2.63,2.43,2.63,
IRBRW500,2025-09-23,3.25,3.35,3.25,3.35,
IRBRW510,2025-09-23,3.96,3.96,3.96,3.96,
IRBRW520,2025-09-23,4.59,4.59,4.59,4.59,
IRBRW570,2025-09-23,8.46,8.46,8.46,8.46,
IRBRX40,2025-09-23,0.47,0.47,0.46,0.48,
IRBRX415,2025-09-23,0.52,0.66,0.52,0.71,
IRBRX452,2025-09-23,1.56,1.52,1.52,1.56,
IRBRX455,2025-09-23,1,1.62,1,1.64,
ITLC34,2025-09-23,25.51,25.67,25.51,26.69,
LREN3,2025-09-23,16.28,15.92,15.83,16.48,
LREN3F,2025-09-23,16.22,16.14,15.83,16.48,
LRENA153,2025-09-23,2.15,2.01,2.01,2.15,
LRENA155,2025-09-23,2.28,2.28,2.28,2.28,
LRENA158,2025-09-23,2.09,1.75,1.69,2.1,
LRENA160,2025-09-23,1.66,1.66,1.66,1.66,
LRENA163,2025-09-23,1.55,1.55,1.55,1.55,
LRENA170,2025-09-23,3.63,3.62,3.62,3.63,
LRENA171,2025-09-23,1.55,1.26,1.23,1.55,
LRENA178,2025-09-23,1,0.85,0.85,1.08,
LRENA220,2025-09-23,0.52,0.5,0.5,0.52,
LRENB180,2025-09-23,3.54,3.54,3.54,3.54,
LRENC191,2025-09-23,1,1,1,1,
LRENE220,2025-09-23,1.3,1.3,1.3,1.3,
LRENF190,2025-09-23,3.65,3.55,3.55,3.65,
LRENG20,2025-09-23,3.29,3.29,3.29,3.29,
LRENH200,2025-09-23,2.5,2.5,2.5,2.5,
LRENI155W4,2025-09-23,0.66,0.53,0.53,0.67,
LRENI160W4,2025-09-23,0.37,0.21,0.21,0.41,
LRENI165W4,2025-09-23,0.17,0.09,0.08,0.17,
LRENI170W4,2025-09-23,0.05,0.03,0.03,0.06,
LRENI175W4,2025-09-23,0.01,0.01,0.01,0.01,
LRENJ137,2025-09-23,2.33,2.33,2.33,2.33,
LRENJ142,2025-09-23,1.92,1.88,1.88,1.95,
LRENJ145,2025-09-23,1.76,1.76,1.76,1.76,
LRENJ147,2025-09-23,1.63,1.6,1.38,1.64,
LRENJ151,2025-09-23,1.72,1.21,1.21,1.73,
LRENJ152,2025-09-23,1.32,1.03,1.02,1.32,
LRENJ155,2025-09-23,1.07,0.9,0.9,1.07,
LRENJ155W1,2025-09-23,0.78,0.78,0.78,0.78,
LRENJ155W2,2025-09-23,0.88,0.88,0.88,0.88,
LRENJ157,2025-09-23,0.91,0.75,0.75,0.94,
LRENJ160W1,2025-09-23,0.46,0.38,0.38,0.5,
LRENJ160W2,2025-09-23,0.57,0.55,0.55,0.57,
LRENJ161,2025-09-23,0.88,0.61,0.6,0.95,
LRENJ162,2025-09-23,0.62,0.49,0.49,0.66,
LRENJ165,2025-09-23,0.64,0.39,0.39,0.65,
LRENJ165W1,2025-09-23,0.24,0.22,0.22,0.33,
LRENJ165W2,2025-09-23,0.33,0.31,0.31,0.33,
LRENJ165W5,2025-09-23,0.65,0.65,0.65,0.65,
LRENJ167,2025-09-23,0.54,0.31,0.31,0.54,
LRENJ170W1,2025-09-23,0.11,0.11,0.11,0.14,
LRENJ170W2,2025-09-23,0.18,0.17,0.17,0.19,
LRENJ170W4,2025-09-23,0.38,0.38,0.38,0.38,
LRENJ171,2025-09-23,0.41,0.25,0.25,0.45,
LRENJ172,2025-09-23,0.25,0.2,0.19,0.25,
LRENJ175,2025-09-23,0.27,0.15,0.15,0.27,
LRENJ175W2,2025-09-23,0.12,0.1,0.1,0.12,
LRENJ177,2025-09-23,0.21,0.13,0.12,0.21,
LRENJ180W1,2025-09-23,0.03,0.03,0.03,0.03,
LRENJ181,2025-09-23,0.17,0.09,0.09,0.17,
LRENJ182,2025-09-23,0.08,0.07,0.06,0.11,
LRENJ185,2025-09-23,0.06,0.06,0.05,0.08,
LRENJ187,2025-09-23,0.06,0.04,0.04,0.06,
LRENJ190W4,2025-09-23,0.05,0.05,0.05,0.07,
LRENJ194,2025-09-23,0.03,0.03,0.03,0.03,
LRENJ195W4,2025-09-23,0.03,0.05,0.03,0.05,
LRENJ200W4,2025-09-23,0.03,0.03,0.02,0.03,
LRENJ204,2025-09-23,0.02,0.01,0.01,0.02,
LRENJ205W4,2025-09-23,0.02,0.03,0.02,0.03,
LRENJ210W5,2025-09-23,0.02,0.03,0.02,0.03,
LRENJ22,2025-09-23,0.06,0.04,0.03,0.06,
LRENJ230,2025-09-23,0.01,0.01,0.01,0.01,
LRENK140,2025-09-23,2.54,2.54,2.54,2.54,
LRENK148,2025-09-23,2.02,1.89,1.89,2.02,
LRENK150,2025-09-23,1.88,1.68,1.68,1.88,
LRENK153,2025-09-23,1.75,1.59,1.59,1.75,
LRENK158,2025-09-23,1.52,1.25,1.25,1.52,
LRENK160,2025-09-23,1.12,1.16,1.12,1.33,
LRENK163,2025-09-23,1.21,1.05,1.05,1.21,
LRENK165,2025-09-23,0.94,0.94,0.94,0.94,
LRENK168,2025-09-23,0.96,0.76,0.76,0.96,
LRENK170,2025-09-23,0.73,0.74,0.73,0.74,
LRENK173,2025-09-23,0.84,0.6,0.6,0.84,
LRENK175,2025-09-23,0.68,0.5,0.5,0.68,
LRENK178,2025-09-23,0.45,0.43,0.43,0.45,
LRENK180,2025-09-23,0.39,0.37,0.36,0.39,
LRENK185,2025-09-23,0.27,0.29,0.27,0.29,
LRENK188,2025-09-23,0.26,0.24,0.24,0.27,
LRENK191,2025-09-23,0.19,0.18,0.18,0.19,
LRENK198,2025-09-23,0.13,0.14,0.13,0.14,
LRENK203,2025-09-23,0.1,0.1,0.1,0.1,
LRENK205,2025-09-23,0.11,0.08,0.08,0.11,
LRENK210,2025-09-23,0.07,0.07,0.07,0.07,
LRENK250,2025-09-23,0.02,0.02,0.02,0.02,
LRENL146,2025-09-23,2.5,2.1,2.1,2.5,
LRENL159,2025-09-23,1.52,1.52,1.52,1.52,
LRENL161,2025-09-23,1.4,1.4,1.4,1.4,
LRENL184,2025-09-23,0.53,0.53,0.53,0.53,
LRENL190,2025-09-23,0.4,0.4,0.4,0.4,
LRENL204,2025-09-23,0.2,0.18,0.18,0.2,
LRENM148,2025-09-23,0.58,0.6,0.58,0.6,
LRENM158,2025-09-23,0.71,0.9,0.71,0.9,
LRENM163,2025-09-23,1.21,1.12,1.11,1.21,
LRENM17,2025-09-23,1.45,1.45,1.45,1.45,
LRENM170,2025-09-23,1.7,1.7,1.7,1.7,
LRENO155,2025-09-23,0.4,0.41,0.4,0.41,
LRENS170,2025-09-23,1.5,1.6,1.5,1.6,
LRENS240,2025-09-23,5.04,5.04,5.04,5.04,
LRENT16,2025-09-23,1.57,1.59,1.54,1.59,
LRENU150W4,2025-09-23,0.02,0.02,0.02,0.02,
LRENU155W4,2025-09-23,0.05,0.13,0.05,0.13,
LRENU160W4,2025-09-23,0.16,0.34,0.16,0.34,
LRENU165W4,2025-09-23,0.63,0.61,0.58,0.63,
LRENU170W4,2025-09-23,0.98,1.11,0.98,1.11,
LRENV125,2025-09-23,0.02,0.02,0.02,0.02,
LRENV130,2025-09-23,0.52,0.53,0.52,0.58,
LRENV131,2025-09-23,0.03,0.03,0.03,0.03,
LRENV135,2025-09-23,0.05,0.05,0.05,0.05,
LRENV137,2025-09-23,0.05,0.06,0.05,0.07,
LRENV141,2025-09-23,0.08,0.08,0.07,0.09,
LRENV142,2025-09-23,0.11,0.11,0.1,0.12,
LRENV145,2025-09-23,0.13,0.15,0.11,0.15,
LRENV145W1,2025-09-23,0.06,0.05,0.05,0.06,
LRENV145W2,2025-09-23,0.08,0.1,0.08,0.1,
LRENV145W4,2025-09-23,0.15,0.15,0.14,0.17,
LRENV145W5,2025-09-23,0.19,0.17,0.17,0.19,
LRENV147,2025-09-23,0.14,0.19,0.14,0.2,
LRENV150W1,2025-09-23,0.11,0.1,0.1,0.11,
LRENV151,2025-09-23,0.21,0.25,0.2,0.26,
LRENV152,2025-09-23,0.26,0.33,0.26,0.33,
LRENV155,2025-09-23,0.34,0.41,0.34,0.43,
LRENV155W1,2025-09-23,0.18,0.23,0.18,0.23,
LRENV157,2025-09-23,0.39,0.5,0.38,0.51,
LRENV160W1,2025-09-23,0.45,0.47,0.38,0.47,
LRENV160W2,2025-09-23,0.45,0.48,0.45,0.48,
LRENV161,2025-09-23,0.48,0.63,0.48,0.63,
LRENV162,2025-09-23,0.49,0.77,0.49,0.77,
LRENV165,2025-09-23,0.71,0.92,0.71,0.92,
LRENV165W1,2025-09-23,0.65,0.65,0.65,0.65,
LRENV165W2,2025-09-23,0.74,0.74,0.74,0.74,
LRENV167,2025-09-23,0.83,1.1,0.81,1.1,
LRENV170W1,2025-09-23,1.05,1.05,1.05,1.05,
LRENV171,2025-09-23,0.86,1.26,0.86,1.27,
LRENV172,2025-09-23,1.02,1.45,1.02,1.45,
LRENV175,2025-09-23,1.44,1.6,1.36,1.6,
LRENV177,2025-09-23,1.65,1.77,1.64,1.91,
LRENV181,2025-09-23,1.52,2.1,1.52,2.1,
LRENV182,2025-09-23,1.81,2.31,1.78,2.31,
LRENV185,2025-09-23,2.3,2.39,2.3,2.5,
LRENV187,2025-09-23,2.4,2.61,2.34,2.81,
LRENV194,2025-09-23,3.01,3.1,3.01,3.18,
LRENV22,2025-09-23,2.77,2.85,2.76,2.93,
LRENV230,2025-09-23,3.56,3.72,3.56,3.81,
LRENW130,2025-09-23,0.07,0.09,0.07,0.09,
LRENW131,2025-09-23,0.11,0.12,0.11,0.12,
LRENW134,2025-09-23,0.14,0.14,0.14,0.14,
LRENW140,2025-09-23,0.22,0.22,0.2,0.23,
LRENW143,2025-09-23,0.25,0.27,0.25,0.27,
LRENW145,2025-09-23,0.29,0.32,0.28,0.33,
LRENW148,2025-09-23,0.32,0.38,0.32,0.38,
LRENW150,2025-09-23,0.39,0.46,0.37,0.46,
LRENW153,2025-09-23,0.45,0.53,0.45,0.53,
LRENW155,2025-09-23,0.58,0.58,0.55,0.58,
LRENW158,2025-09-23,0.61,0.71,0.61,0.71,
LRENW160,2025-09-23,0.73,0.82,0.73,0.83,
LRENW163,2025-09-23,0.73,0.94,0.73,0.96,
LRENW165,2025-09-23,0.8,1.07,0.8,1.07,
LRENW168,2025-09-23,0.94,1.11,0.94,1.11,
LRENW170,2025-09-23,1.23,1.24,1.23,1.32,
LRENW173,2025-09-23,1.16,1.16,1.16,1.16,
LRENW175,2025-09-23,1.61,1.67,1.61,1.68,
LRENW185,2025-09-23,2.02,2.34,2.02,2.38,
LRENW191,2025-09-23,2.77,2.77,2.77,2.77,
LRENX130,2025-09-23,0.13,0.13,0.13,0.13,
LRENX139,2025-09-23,0.3,0.33,0.3,0.33,
LRENX146,2025-09-23,0.4,0.48,0.4,0.5,
LRENX152,2025-09-23,0.5,0.55,0.5,0.55,
LRENX159,2025-09-23,0.92,0.92,0.92,0.92,
LRENX165,2025-09-23,1,1.13,1,1.13,
LRENX171,2025-09-23,1.43,1.45,1.43,1.45,
MGLU3,2025-09-23,11.01,11,10.75,11.41,
MGLU3F,2025-09-23,10.77,11.06,10.77,11.41,
MGLUA110,2025-09-23,1.43,1.43,1.43,1.43,
MGLUA80,2025-09-23,4.83,4.98,4.83,4.98,
MGLUB100,2025-09-23,2.85,2.85,2.85,2.85,
MGLUC100,2025-09-23,3.99,3.09,2.9,3.99,
MGLUD12,2025-09-23,2.09,2.09,2.09,2.09,
MGLUI100W4,2025-09-23,0.99,0.99,0.99,0.99,
MGLUI105W4,2025-09-23,0.65,0.65,0.47,0.86,
MGLUI110W4,2025-09-23,0.3,0.29,0.2,0.51,
MGLUI115W4,2025-09-23,0.25,0.15,0.08,0.25,
MGLUI120W4,2025-09-23,0.07,0.04,0.03,0.1,
MGLUI125W4,2025-09-23,0.04,0.01,0.01,0.04,
MGLUI920W4,2025-09-23,2.01,2.01,2.01,2.01,
MGLUI960W4,2025-09-23,1.38,1.38,1.38,1.38,
MGLUI980W4,2025-09-23,1.17,1.21,1.17,1.3,
MGLUJ101,2025-09-23,1.45,1.29,1.14,1.45,
MGLUJ104,2025-09-23,1.06,1.1,0.96,1.14,
MGLUJ105W1,2025-09-23,0.74,0.76,0.74,0.76,
MGLUJ106,2025-09-23,1,0.94,0.89,1,
MGLUJ109,2025-09-23,0.78,0.8,0.69,0.97,
MGLUJ110W1,2025-09-23,0.55,0.54,0.5,0.55,
MGLUJ110W4,2025-09-23,0.85,0.85,0.85,0.85,
MGLUJ111,2025-09-23,0.78,0.71,0.58,0.95,
MGLUJ114,2025-09-23,0.58,0.6,0.5,0.75,
MGLUJ115W4,2025-09-23,0.65,0.66,0.65,0.68,
MGLUJ116,2025-09-23,0.42,0.49,0.42,0.68,
MGLUJ119,2025-09-23,0.5,0.41,0.36,0.5,
MGLUJ120W1,2025-09-23,0.17,0.18,0.15,0.21,
MGLUJ120W5,2025-09-23,0.55,0.55,0.55,0.55,
MGLUJ121,2025-09-23,0.51,0.35,0.3,0.51,
MGLUJ124,2025-09-23,0.4,0.29,0.25,0.56,
MGLUJ125W1,2025-09-23,0.13,0.09,0.08,0.16,
MGLUJ126,2025-09-23,0.32,0.25,0.2,0.34,
MGLUJ129,2025-09-23,0.31,0.2,0.18,0.31,
MGLUJ131,2025-09-23,0.22,0.17,0.15,0.22,
MGLUJ134,2025-09-23,0.13,0.14,0.12,0.16,
MGLUJ136,2025-09-23,0.13,0.12,0.1,0.13,
MGLUJ139,2025-09-23,0.14,0.1,0.1,0.14,
MGLUJ141,2025-09-23,0.11,0.09,0.09,0.12,
MGLUJ146,2025-09-23,0.06,0.06,0.06,0.06,
MGLUJ151,2025-09-23,0.05,0.05,0.05,0.05,
MGLUJ153,2025-09-23,0.04,0.04,0.04,0.04,
MGLUJ16,2025-09-23,0.03,0.03,0.03,0.03,
MGLUJ161,2025-09-23,0.03,0.03,0.03,0.03,
MGLUJ171,2025-09-23,0.03,0.03,0.03,0.03,
MGLUJ489,2025-09-23,6.15,6.13,6.13,6.15,
MGLUJ699,2025-09-23,3.98,3.93,3.93,3.98,
MGLUJ719,2025-09-23,3.8,3.8,3.8,3.8,
MGLUJ739,2025-09-23,3.58,3.62,3.49,3.67,
MGLUJ749,2025-09-23,3.37,3.58,3.37,3.58,
MGLUJ759,2025-09-23,3.43,3.44,3.43,3.44,
MGLUJ779,2025-09-23,3.33,3.25,3.17,3.33,
MGLUJ789,2025-09-23,2.99,3.21,2.99,3.3,
MGLUJ799,2025-09-23,3.01,3.1,3.01,3.19,
MGLUJ809,2025-09-23,2.8,3,2.8,3.06,
MGLUJ819,2025-09-23,3,2.88,2.7,3,
MGLUJ829,2025-09-23,2.62,2.75,2.62,2.81,
MGLUJ839,2025-09-23,2.98,2.69,2.52,3.02,
MGLUJ849,2025-09-23,2.85,2.66,2.42,2.85,
MGLUJ859,2025-09-23,2.58,2.54,2.34,2.58,
MGLUJ869,2025-09-23,2.62,2.45,2.21,2.62,
MGLUJ879,2025-09-23,2.4,2.34,2.15,2.4,
MGLUJ889,2025-09-23,2.48,2.26,2.07,2.48,
MGLUJ899,2025-09-23,2.37,2.22,1.95,2.37,
MGLUJ909,2025-09-23,2.27,2.09,1.9,2.27,
MGLUJ919,2025-09-23,2.06,2.02,1.86,2.08,
MGLUJ929,2025-09-23,2.03,1.89,1.86,2.03,
MGLUJ939,2025-09-23,1.9,1.88,1.76,1.9,
MGLUJ949,2025-09-23,1.85,1.78,1.63,1.85,
MGLUJ959,2025-09-23,1.74,1.68,1.67,1.75,
MGLUJ969,2025-09-23,1.71,1.64,1.55,1.71,
MGLUJ979,2025-09-23,1.59,1.59,1.59,1.59,
MGLUJ989,2025-09-23,1.75,1.42,1.4,1.75,
MGLUJ999,2025-09-23,1.44,1.42,1.32,1.44,
MGLUK103,2025-09-23,1.45,1.49,1.45,1.49,
MGLUK105,2025-09-23,1.31,1.39,1.31,1.39,
MGLUK108,2025-09-23,1.2,1.22,1.15,1.22,
MGLUK110,2025-09-23,1.25,1.15,1.05,1.25,
MGLUK113,2025-09-23,1.09,1.07,1.01,1.09,
MGLUK115,2025-09-23,0.86,0.92,0.85,0.97,
MGLUK118,2025-09-23,0.8,0.85,0.78,0.85,
MGLUK120,2025-09-23,0.76,0.75,0.67,0.9,
MGLUK123,2025-09-23,0.67,0.67,0.64,0.7,
MGLUK125,2025-09-23,0.57,0.6,0.57,0.65,
MGLUK128,2025-09-23,0.52,0.54,0.52,0.58,
MGLUK130,2025-09-23,0.49,0.49,0.49,0.49,
MGLUK133,2025-09-23,0.41,0.45,0.41,0.46,
MGLUK135,2025-09-23,0.4,0.39,0.39,0.42,
MGLUK138,2025-09-23,0.32,0.34,0.32,0.34,
MGLUK140,2025-09-23,0.29,0.32,0.29,0.32,
MGLUK143,2025-09-23,0.27,0.27,0.27,0.27,
MGLUK145,2025-09-23,0.24,0.24,0.24,0.24,
MGLUK148,2025-09-23,0.22,0.24,0.22,0.24,
MGLUK150,2025-09-23,0.2,0.2,0.2,0.22,
MGLUK158,2025-09-23,0.15,0.15,0.15,0.15,
MGLUK163,2025-09-23,0.12,0.12,0.12,0.12,
MGLUK165,2025-09-23,0.11,0.12,0.11,0.12,
MGLUK170,2025-09-23,0.1,0.09,0.09,0.1,
MGLUK26,2025-09-23,0.02,0.02,0.02,0.02,
MGLUK594,2025-09-23,5.38,5.07,5.07,5.38,
MGLUK694,2025-09-23,4.1,4.1,4.1,4.1,
MGLUK704,2025-09-23,4.05,4.05,4.05,4.05,
MGLUK734,2025-09-23,3.68,3.73,3.68,3.73,
MGLUK804,2025-09-23,2.96,3.23,2.96,3.23,
MGLUK814,2025-09-23,3.06,3.06,3.06,3.06,
MGLUK834,2025-09-23,2.82,2.82,2.82,2.82,
MGLUK844,2025-09-23,2.9,2.9,2.9,2.9,
MGLUK854,2025-09-23,2.73,2.73,2.73,2.73,
MGLUK864,2025-09-23,2.69,2.69,2.69,2.69,
MGLUK874,2025-09-23,2.58,2.58,2.58,2.58,
MGLUK884,2025-09-23,2.56,2.56,2.56,2.56,
MGLUK894,2025-09-23,2.42,2.42,2.42,2.42,
MGLUK904,2025-09-23,2.2,2.2,2.2,2.2,
MGLUK914,2025-09-23,2.2,2.3,2.2,2.3,
MGLUK924,2025-09-23,2.1,2.1,2.1,2.1,
MGLUK954,2025-09-23,1.95,1.95,1.95,1.95,
MGLUK974,2025-09-23,1.82,1.88,1.82,1.88,
MGLUK984,2025-09-23,1.79,1.79,1.79,1.79,
MGLUK994,2025-09-23,1.75,1.75,1.75,1.75,
MGLUL113,2025-09-23,1.22,1.22,1.22,1.22,
