Ativo,DataPregao,Abertura,Fechamento,PrecoMin,PrecoMax,Volume
MGLUA130,2025-10-07,0.27,0.24,0.24,0.27,2
MGLUX754,2025-10-07,0.46,0.53,0.46,0.53,3
LRENE220,2025-10-07,0.5,0.46,0.46,0.5,4
ABTT34,2025-10-07,59.4,59.4,59.4,59.4,2
IRBRX499,2025-10-07,4.9,4.9,4.9,4.9,1
IRBRW400,2025-10-07,0.25,0.25,0.25,0.25,1
A1LN34,2025-10-07,121.7,121.71,121.7,122.24,13
MGLUJ860W2,2025-10-07,0.43,0.39,0.39,0.43,2
H1RL34,2025-10-07,130.91,128.7,128.7,130.91,2
IRBRB50,2025-10-07,4,4,4,4,1
BIIB34,2025-10-07,136.71,136.71,136.71,136.71,1
LRENN180,2025-10-07,2.6,2.6,2.6,2.6,1
MGLUW178,2025-10-07,8.86,8.86,8.86,8.86,2
BCNY39,2025-10-07,61.32,61.32,61.32,61.32,1
LRENK195W2,2025-10-07,0.02,0.01,0.01,0.02,2
LRENV185,2025-10-07,4.25,4.25,4.25,4.25,1
MGLUV105W2,2025-10-07,1.7,1.7,1.7,1.7,1
BTFL39,2025-10-07,53.94,53.94,53.94,53.95,3
LRENV155W4,2025-10-07,1.16,1.16,1.16,1.16,1
LREN3,2025-10-07,14.34,13.57,13.4,14.34,34503
IRBRW490,2025-10-07,2.45,2.4,2.39,2.46,6
LRENW130W1,2025-10-07,0.39,0.39,0.38,0.4,16
E1TR34,2025-10-07,258.96,256.62,255.58,258.96,328
A1NE34,2025-10-07,201.4,193.6,191.84,201.4,500
MGLUV709,2025-10-07,0.04,0.04,0.04,0.05,43
GPRO34,2025-10-07,12.59,11.83,11.77,12.59,19
A1MT34,2025-10-07,117.84,113.16,113.16,117.94,31
D1VN34,2025-10-07,186.2,186.2,186.2,186.2,1
D2AS34,2025-10-07,99,98.1,96.7,99,634
LRENJ182,2025-10-07,0.01,0.01,0.01,0.01,2
CHVX34,2025-10-07,82.35,82.55,80.83,82.75,88
MGLUJ899,2025-10-07,0.43,0.42,0.34,0.44,46
BIEU39,2025-10-07,61.36,61.36,61.34,61.4,7
BMYB34,2025-10-07,240,238.97,238.15,240,6
LRENW180,2025-10-07,3.32,3.99,3.32,4.02,45
B1NT34,2025-10-07,35.22,35.6,35.04,35.6,8
MGLUJ106,2025-10-07,0.07,0.06,0.05,0.07,29
MGLUW974,2025-10-07,1.5,1.4,1.37,1.5,17
MGLUJ819,2025-10-07,0.88,0.9,0.8,0.9,10
LRENJ155W5,2025-10-07,0.17,0.09,0.08,0.17,11
MGLUJ949,2025-10-07,0.42,0.23,0.2,0.42,18
LRENE270,2025-10-07,0.15,0.13,0.09,0.16,5
LRENW170,2025-10-07,2.62,3.07,2.62,3.07,3
LRENK150W2,2025-10-07,0.29,0.28,0.28,0.29,2
MGLUJ969,2025-10-07,0.19,0.2,0.16,0.2,17
MGLUK120,2025-10-07,0.16,0.15,0.14,0.16,10
A1KA34,2025-10-07,34.08,34.08,34.08,34.08,1
IRBRV475,2025-10-07,0.63,0.57,0.57,0.74,6
MGLUV919,2025-10-07,0.7,0.6,0.58,0.75,66
LRENX121,2025-10-07,0.14,0.25,0.14,0.25,8
LRENS170,2025-10-07,2.35,2.65,2.35,2.65,9
LRENK155W1,2025-10-07,0.15,0.15,0.15,0.15,5
MGLUV969,2025-10-07,1.02,0.99,0.99,1.13,9
BIYT39,2025-10-07,51.45,51.65,51.43,51.65,5
LRENJ175W5,2025-10-07,0.03,0.01,0.01,0.03,2
C1DN34,2025-10-07,925.44,924.79,924.79,925.44,2
LRENX131,2025-10-07,0.51,0.57,0.48,0.57,7
BEWJ39,2025-10-07,55.06,54.9,54.9,55.06,7
LRENJ137,2025-10-07,0.65,0.38,0.36,0.65,29
LRENK190W2,2025-10-07,0.03,0.03,0.02,0.03,5
MGLUJ939,2025-10-07,0.2,0.26,0.2,0.3,63
LRENK191,2025-10-07,0.04,0.04,0.04,0.04,1
AALL34,2025-10-07,62.64,62.1,61.82,63.44,11
MGLUJ104,2025-10-07,0.1,0.08,0.07,0.1,25
MGLUV104,2025-10-07,1.63,1.59,1.59,1.78,8
A1EG34,2025-10-07,42.5,41.98,41.98,42.5,2
MGLUJ940W2,2025-10-07,0.1,0.1,0.06,0.11,25
IRBRW452,2025-10-07,1.03,1,1,1.05,4
MGLUW704,2025-10-07,0.26,0.23,0.23,0.26,9
LRENJ157,2025-10-07,0.04,0.03,0.01,0.04,22
LRENJ131,2025-10-07,0.87,0.81,0.81,0.87,2
GMCO34,2025-10-07,77.51,77.96,75.8,78.12,62
MGLUJ729,2025-10-07,1.64,1.68,1.57,1.68,5
E2EF34,2025-10-07,3.07,3.12,3.07,3.12,7
LRENF130,2025-10-07,3.89,2.82,2.82,3.89,7
DBAG34,2025-10-07,186.2,186.2,186.2,186.2,2
BTIP39,2025-10-07,56.06,59.58,56.06,59.6,11
LRENV135W2,2025-10-07,0.02,0.16,0.02,0.16,10
IRBRV465W2,2025-10-07,0.14,0.14,0.14,0.14,1
LRENG170,2025-10-07,1.6,1.28,1.28,1.6,5
EAIN34,2025-10-07,520.85,534.95,520.85,534.95,12
BBUG39,2025-10-07,61.98,61.86,61.86,62.05,7
LRENV150W4,2025-10-07,1.01,1.31,1.01,1.31,2
IRBRV505,2025-10-07,2.5,2.5,2.5,2.5,1
LRENA158,2025-10-07,0.69,0.52,0.46,0.69,37
IRBRK500,2025-10-07,1.85,1.86,1.77,1.91,7
IRBRV495,2025-10-07,1.66,1.69,1.62,1.85,8
